year,quarter,area,level_of_edu,sex,value,unit,source
2560,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,รวม,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,ชาย,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,หญิง,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,รวม,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,ชาย,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,หญิง,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,ชาย,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,หญิง,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,รวม,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,ชาย,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,หญิง,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,ชาย,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,ชาย,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,ชาย,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,หญิง,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,ชาย,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,หญิง,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,ชาย,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนต้น,หญิง,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,รวม,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนต้น,หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,รวม,2.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,ชาย,2.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนต้น,หญิง,2.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,2.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,3.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,2.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,2.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,รวม,2.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,ชาย,2.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนต้น,หญิง,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,2.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,2.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,รวม,2.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,ชาย,2.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,หญิง,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,รวม,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ในเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),รวม,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),ชาย,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),หญิง,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
